LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
117197,2,1,1,29,-1,-1,-1,-1,-1,-1,807,187,3463,1011,924,566,0,798,281,446,817,0,0
353775,1,1,1,44,2,2,2,-1,0,0,739837,410206,456186,663341,583945,377907,0,32565,18897,19518,13871,15577,1
449245,2,2,1,46,0,0,0,0,0,2,144532,109963,98304,77974,94691,76063,5649,2804,7122,6026,0,83356,0
66971,2,2,1,48,1,0,0,0,0,0,3826,0,16697,14816,12566,-36,0,1351,1309,2480,548,593,1
399795,2,1,1,35,0,0,0,0,0,0,179550,179177,203833,139798,128925,111844,186847,12824,2739,3172,2941,9243,0
19764,2,1,2,28,0,0,0,0,0,-1,5690,8223,-239,8520,7388,13973,1510,1125,537,614,1425,2597,0
51463,2,1,1,28,0,0,0,0,0,0,5950,29828,32875,22504,90702,42171,740,745,1354,794,1469,1601,0
65754,1,3,2,36,0,0,0,0,0,0,108826,52585,82914,67689,34545,86565,6589,2787,1042,2529,1475,1277,0
13591,1,1,1,25,0,0,0,2,0,-2,19446,6478,24438,14123,4083,4668,11453,5931,18,0,3788,0,0
211869,2,1,2,31,2,2,0,0,0,0,166193,89204,109374,85328,91337,97384,2464,4680,3498,2065,1828,4136,1
85979,1,3,1,52,2,2,2,2,2,2,-5611,25018,42263,56750,78764,44476,1175,1226,3921,2080,0,1371,1
199039,2,2,1,48,-1,-2,-2,-1,-1,-1,797,-425,1394,-3093,-1757,1919,6233,611,1100,502,34939,396,0
29365,1,2,2,28,0,0,0,0,0,0,37912,31718,12065,17736,19681,15427,2496,1114,1692,-294,807,662,0
494040,2,2,1,54,0,0,0,0,0,0,256545,312557,104997,21288,168583,-54968,1397,2878,8360,14421,22982,2842,0
210085,2,1,1,39,-2,0,-2,-2,-2,-2,40612,32886,0,0,0,0,0,0,0,31596,2923,0,0
198409,1,3,1,33,-1,-1,-1,-1,0,-1,5504,3333,4819,-1216,16048,3217,1038,635,8365,9674,5034,21530,0
86460,2,1,2,35,2,0,2,2,2,2,46002,37737,64507,50100,85403,69141,2721,8189,10668,3275,2304,1593,0
190446,2,3,2,30,0,0,0,0,0,0,8796,6747,1761,11239,9787,4652,490,1043,573,-433,790,1155,0
274345,2,3,2,46,0,0,0,0,0,3,1928,1842,1068,2530,992,1289,1264,0,1332,0,0,0,0
258523,1,1,2,26,-1,-1,-1,-1,-1,-1,2249,1108,1146,2560,-1330,1421,1094,320,2539,511,0,0,0
45521,2,2,1,52,0,0,0,0,0,0,22161,30685,55222,23938,48108,13233,1034,1686,1551,3853,0,2276,0
105293,1,1,1,47,0,0,0,-2,-2,-2,7659,0,33851,0,0,0,0,1255,0,0,0,0,0
25157,1,2,1,26,2,2,7,4,4,4,9365,20,10673,1708,14286,13051,0,0,0,0,0,0,1
367569,2,2,1,34,-1,-1,-1,-1,-1,-2,3763,8179,13750,1130,10763,16553,7528,7012,15861,10919,0,63866,0
44322,2,2,1,24,0,0,0,0,0,0,25868,37761,9750,13610,12114,9155,2056,8308,838,1777,28753,2268,0
186302,2,2,1,27,0,0,0,0,0,0,93202,79830,95078,48540,109443,79766,9848,4687,3792,10600,3421,6636,0
228475,2,1,2,31,-2,-2,-1,-1,-1,2,8971,3452,66195,58533,66175,18379,4630,6085,3820,6187,5345,185347,0
101255,2,2,1,38,0,0,0,0,0,0,33517,54915,68677,88065,76943,43045,4850,654,3769,4875,1420,3438,0
485583,1,1,1,44,-2,0,0,0,-1,0,21065,15253,3954,26915,142,40335,3021,810,2085,4566,67116,6690,0
50557,2,3,2,27,0,0,0,0,0,0,103445,156756,103004,73922,221453,113703,5196,3986,1944,0,3882,5810,0
203687,2,2,1,24,-1,-2,-2,-1,-1,-1,719,5166,3610,1283,-893,1572,867,197,5440,1740,3018,2425,0
63719,2,2,2,30,2,3,2,2,2,2,3049,18040,-401,23123,48691,53034,2890,0,2865,0,2280,3593,1
16388,2,3,2,34,8,7,6,5,4,3,18542,27122,32507,33037,27559,34900,0,0,0,0,0,0,0
204801,2,2,2,31,2,2,2,2,2,2,88442,154426,90037,72802,8963,41193,4825,0,6330,2453,0,0,1
189232,2,1,2,26,-1,-1,-1,-1,-1,-1,4163,35793,515,1515,0,0,4311,1436,359,47764,0,65084,0
117004,1,1,2,33,0,0,0,0,0,2,18615,94240,135617,36650,38508,81562,3447,3813,13024,85212,19533,86062,0
17265,1,2,1,23,2,3,3,7,2,3,925,7695,12647,-309,-414,4631,0,0,0,0,0,0,0
297428,2,3,1,55,0,0,0,0,0,0,185068,108577,74024,64850,65289,69376,2137,9095,4938,5686,0,4217,0
339784,1,1,2,29,-2,0,0,0,-2,-2,270497,372136,309250,417564,138365,169823,0,16333,0,0,0,63782,0
48955,2,2,2,35,-2,-2,-2,0,-2,-1,6736,3085,4403,6206,531,548,76,4312,548,69,1879,68871,0
106592,2,1,1,44,0,0,0,0,0,0,125306,85763,90354,46366,47517,77571,4358,3661,11293,2690,3044,0,0
368677,2,1,1,53,0,0,0,0,0,0,717263,159435,349271,314610,201236,342280,9834,6926,10793,8917,6172,13817,0
47774,1,2,2,24,0,0,0,0,0,0,45914,44765,40186,27822,9359,41562,710,1012,1876,828,1292,914,0
53614,2,3,1,50,0,0,0,0,0,0,45856,14047,17671,14954,8924,8788,1144,1288,1696,39,712,882,0
215639,2,2,1,48,-2,-2,-2,-2,0,-2,118540,132756,247282,117303,182809,217313,147040,7282,5784,1423,6323,5377,0
374913,2,2,1,33,0,0,0,0,0,0,121637,196985,115804,88335,114078,71939,5034,5169,4835,2120,4189,1838,0
462276,1,1,2,30,0,2,-1,2,-2,-1,8111,491,607,-748,-1837,1486,1327,1320,0,0,878,0,0
389551,2,1,1,47,-2,-2,-2,-2,-2,-2,20222,0,-550,0,0,0,0,1768,0,0,0,1443,0
212424,2,2,1,32,-2,-2,-2,-2,-2,-2,0,172018,77671,214972,4216,0,0,0,0,5643,0,8342,0
382425,2,2,1,59,0,0,0,0,0,0,452356,218524,148016,288846,301589,151685,187086,26656,18278,7906,23762,93983,0
75576,2,3,2,33,0,0,0,2,2,-1,30727,49827,99781,85096,36000,12271,6494,8095,14802,8609,116008,2569,0
189937,2,3,2,27,2,0,0,2,2,2,11312,94959,135406,59435,93469,45615,1819,1607,1720,3983,0,3595,1
380971,1,2,1,33,0,0,0,0,0,0,311171,284409,100081,229620,179904,155851,0,6341,7468,11864,14235,9519,0
373301,1,1,1,34,0,0,0,0,0,0,721658,530711,763397,443896,580206,291162,151936,28927,23737,32510,3642,9862,0
197489,1,3,2,38,2,2,2,2,2,2,6165,14989,23382,14655,10066,6472,1893,3536,714,699,7908,0,1
474112,2,1,1,46,1,-2,-1,-1,-1,-1,2644,4341,2414,2324,609,4887,70080,3106,21406,48341,1267,15010,0
51273,2,3,1,57,0,0,0,0,0,0,56639,53851,52915,78781,45114,50612,4991,2197,664,50493,1977,636,0
357750,2,1,1,30,-1,-1,-1,0,0,0,11137,0,124783,62560,93055,15964,0,85947,6526,11370,3189,17630,0
103410,1,2,1,35,1,2,2,2,2,2,101592,168957,142620,75318,166617,64621,4219,0,4276,2199,3870,4172,1
110132,1,1,2,42,0,0,-1,-1,-1,-1,8744,1732,13734,12796,10942,11490,5955,15270,2257,7152,8889,7331,0
206824,1,2,1,36,5,6,5,5,2,2,421472,460925,189181,383583,202069,260763,0,7724,0,2918,7929,7289,1
48295,2,3,3,21,1,2,2,2,0,0,13374,13558,21367,23433,7568,25471,1217,1152,496,324,685,294,1
52316,2,3,1,36,8,7,6,5,4,3,307698,68358,206339,129762,193237,264247,0,0,0,0,0,0,0
199526,2,3,1,60,0,0,0,0,0,0,91738,92262,126416,146376,109063,98740,7342,6856,5445,5020,2766,5261,0
45561,2,2,2,23,0,0,0,0,0,-1,44206,38443,74739,19794,10555,9625,1755,4161,624,998,6606,7620,0
28791,2,3,2,24,0,0,0,0,0,0,15595,15921,8818,9200,10673,6468,1466,0,1610,490,894,0,0
160972,2,1,2,31,1,-1,-1,-1,-1,-1,413,1453,3515,-494,1021,0,0,1722,2716,1870,0,0,1
155780,2,1,2,29,2,0,0,0,0,0,76397,80072,109409,76615,115471,68382,4181,3578,4908,3142,3684,5895,0
76152,1,1,2,26,2,2,2,0,0,0,23349,1978,11072,16235,23463,13613,3541,0,672,736,3531,2523,1
472029,1,1,1,42,-2,2,0,0,0,0,685765,237228,178556,239412,11841,176262,71104,12362,5142,20696,6514,5535,0
534052,2,2,1,30,7,0,-1,-1,0,2,2925,4191,180753,276256,81281,92333,98116,20264,49198,7023,58156,97313,0
199539,2,1,1,56,-2,-2,-2,-2,-2,-2,0,0,0,0,0,821,0,0,0,0,3471,0,0
187468,1,1,2,28,2,0,2,0,0,0,107307,262494,102270,72845,102517,69704,5451,0,4585,0,6082,6790,1
357739,1,1,1,36,-2,0,-2,-1,-1,-2,90938,0,17485,0,0,0,0,7062,0,0,0,75082,0
479598,2,1,1,30,-1,-1,-1,-1,-1,-1,3274,4001,3984,1301,49549,11848,33981,3318,21672,39337,52344,33627,0
19653,2,2,2,28,0,0,0,0,0,0,12498,14917,12719,4841,4732,6361,2111,913,13273,621,0,540,0
474399,2,1,2,30,-1,0,0,0,0,0,28938,24670,12329,11926,17511,22747,1997,9318,4179,1824,31824,182,0
16974,2,1,2,33,-1,0,2,2,2,2,240,9256,9506,11694,20065,6842,2223,758,1803,2012,969,533,0
191212,2,2,2,22,0,0,0,0,0,0,17239,130045,3443,25381,3457,15458,8093,5374,8763,2247,9679,3418,0
500397,2,5,1,31,0,0,0,0,0,2,416472,554983,222227,403570,337635,93928,9202,14720,0,13439,21975,117369,0
24687,1,3,1,25,0,0,0,2,2,0,24322,20709,30786,20293,22530,32778,2060,1366,0,1155,1044,435,0
18803,2,3,2,26,0,0,0,2,2,0,15830,6183,2837,8943,5483,7698,1900,645,-533,-157,1176,356,0
51616,2,3,1,47,0,0,0,0,0,-1,38536,33631,34413,13990,19176,0,9590,11731,6599,375,0,0,0
103300,2,3,1,26,2,0,0,0,0,0,19519,11707,57484,16374,18140,26187,1459,1007,1738,1439,1025,1228,1
14448,1,3,2,20,2,2,7,7,7,3,3741,-1526,-36,5265,22567,1400,0,0,0,0,0,0,1
145846,1,1,2,28,-1,0,-1,-1,-2,-1,11102,6881,3240,0,3886,0,1332,716,0,1888,0,492,0
165911,1,1,2,24,-1,-1,0,0,-1,-1,2190,23069,11436,7301,8970,11992,5899,1329,2234,199,7688,1292,0
218452,2,2,1,46,-2,-2,-1,-1,-1,0,1991,710,-474,-254,279,720,0,347,-466,451,1610,0,0
46907,1,1,2,26,2,3,4,2,3,4,8736,2263,17843,10628,25095,30236,0,0,0,612,0,0,0
315410,2,2,2,33,-1,-1,-1,-1,-1,-1,-231,28252,5510,-5025,14991,3827,8670,10143,6785,7887,8058,8544,0
214417,1,3,1,46,0,0,0,0,0,0,272594,215417,120443,168483,141587,200493,7854,8539,7633,2807,4959,4872,0
51311,1,3,1,45,4,0,0,0,0,0,31357,16941,18328,31983,11928,10271,9990,1494,960,2570,28513,153,0
117122,2,1,2,26,-1,-1,0,-1,-1,-1,5375,1612,4719,5390,11888,34353,511,35,1189,4313,2527,0,0
161977,2,2,1,27,0,0,0,0,0,0,63481,164777,113454,63344,167154,22418,3613,6008,3543,885,3474,1102,0
71527,1,3,2,33,1,0,0,0,0,0,97059,69040,103462,128406,81182,94411,4402,5157,2616,1393,2611,107534,0
192215,2,1,2,30,2,0,0,0,0,0,111379,63919,157287,94725,44762,116466,7041,6921,3160,3897,19163,3989,0
160832,2,1,2,36,0,0,0,0,0,0,110004,80089,123302,93333,107896,89857,7677,5041,1837,5510,7236,4227,0
50977,2,1,2,23,0,0,0,0,0,5,17760,14239,12284,12387,7457,0,1081,448,2539,400,0,2335,0
222961,1,1,2,31,-2,-2,-2,-2,-2,-2,3187,3042,13899,6094,16014,-842,3079,10382,16666,6219,2697,16457,0
493563,1,1,2,35,-1,-1,-1,-1,0,0,3905,638,2890,-3360,16047,2931,217,-90,8727,11942,2447,4251,0
202536,2,1,1,32,1,-2,-2,-2,-2,-2,2638,1854,0,0,0,0,0,0,0,0,0,0,0
134981,2,3,2,36,2,2,2,2,2,2,117401,50518,100788,98746,132906,56632,3373,2451,3059,2906,3244,2649,1
180860,1,1,2,33,0,2,2,2,2,2,123007,95421,112857,116005,105632,143840,9408,3651,0,42480,3550,6403,1
157132,2,1,2,27,0,0,0,0,0,4,33545,96798,60681,55065,67188,41283,4583,7392,11336,83002,30190,863,0
146352,1,1,2,29,2,2,2,2,2,0,35096,69828,94341,84637,76863,90733,3607,0,2444,1730,3290,2825,0
146781,2,2,2,25,2,0,0,0,0,0,15186,115820,62874,64241,63640,55560,2253,1757,5650,2507,3415,5972,0
188284,1,2,2,35,5,2,4,4,2,4,153303,188995,70428,205095,357187,294654,0,0,0,0,2424,109779,1
498319,1,1,2,26,-2,-2,-2,-2,-2,-2,1702,1381,5688,-671,0,2472,1045,323,12595,0,362,722,0
209554,1,2,1,28,-1,-1,-1,-1,-1,-1,2402,8,1936,624,153,1308,1283,1116,306,2332,2761,1338,1
495348,2,1,1,31,0,0,0,0,0,0,380617,351821,170283,245565,11764,144817,1581,5441,8079,5170,0,3613,0
82192,1,1,2,29,0,0,0,0,0,-1,886,2238,3203,2298,2141,1516,0,1539,722,0,3418,0,0
12930,2,1,2,27,0,-1,-1,0,-1,-1,2286,2521,-22,850,-1464,1550,1239,1308,329,296,796,0,0
207525,2,2,2,35,0,-2,-2,0,-1,-2,9651,-1838,0,647,17786,11216,3060,0,1042,1954,0,5791,0
151847,2,1,1,37,-1,-1,-1,-1,-2,-1,4037,-28,1739,-671,465,361,353,1374,4725,0,1261,0,0
220100,2,3,1,49,2,0,0,0,0,0,177754,81514,161015,115951,111172,73099,10348,3682,3046,4119,5616,3098,0
136376,2,3,2,30,0,0,0,0,0,0,133333,22607,139102,44007,60239,80857,7698,3818,2640,5918,82304,3783,0
62889,1,1,2,36,0,0,0,0,0,0,28902,32006,34935,71619,54669,51483,21475,42378,8653,40208,54173,1043,0
494555,2,1,1,31,0,0,0,0,0,0,120958,65431,139689,80265,61586,120622,10078,4160,8424,7176,90897,4182,0
474121,2,2,2,35,5,-2,0,0,0,0,-1181,136284,9656,131663,152077,3410,78087,1396,5933,10632,3047,7483,0
208199,2,1,1,33,-2,-2,-2,-2,-2,-2,2203,0,0,0,0,0,0,0,0,0,0,0,0
112356,2,1,2,25,2,2,0,2,0,0,14429,34122,19264,28660,56204,78348,2743,1459,0,0,0,959,0
506730,2,1,1,32,0,0,0,0,0,0,101143,58797,57300,76135,49847,82309,7467,8649,4251,5216,2017,4977,0
339729,2,1,2,32,0,0,0,0,0,0,118300,160819,114425,113496,165019,104331,10091,10572,5730,7891,7201,5012,0
276907,1,2,2,38,0,0,0,0,0,0,99973,95093,16079,66208,48919,37504,5500,4799,2321,0,0,0,0
206495,2,2,1,26,-1,-2,-2,-2,-2,-1,3000,0,0,0,295,1299,0,1482,0,36,1445,-87,0
501273,2,2,1,31,-2,-2,-2,-2,-2,-2,2271,10173,15521,296,-301,4116,551,1844,8239,16335,787,827,0
151846,2,1,2,28,-1,2,0,-1,-1,-1,1967,1993,2443,1744,-1620,0,1491,1940,5021,0,0,0,1
481724,1,1,1,36,0,-1,-1,-1,-1,2,-1335,-620,13942,12996,6956,30296,5916,3014,4825,17566,0,3323,0
521593,2,1,1,49,-2,-2,-2,-2,-2,-2,6318,3364,-975,830,1490,12220,0,11668,350,814,4468,26185,0
347977,1,1,2,48,-2,-2,-1,-1,-1,-1,24340,10594,-1103,22701,11423,10923,67056,76678,14046,34923,319,20007,0
188346,2,1,2,27,-1,-1,-1,0,0,-1,9920,4460,1438,11062,7844,2313,0,2947,4328,5868,1848,21001,0
159018,2,2,2,27,-1,-1,-1,-1,-2,-1,12168,8404,16424,1993,-362,96117,7198,7424,44931,3852,22589,501,0
79811,2,3,1,65,1,0,0,0,0,0,10514,38161,48122,17390,66394,35922,1595,1504,3091,3988,105589,2735,0
318337,2,2,2,29,0,0,0,0,0,0,5948,204105,18699,60319,14696,14309,1675,3815,3401,3101,916,1276,0
181582,2,2,1,35,5,0,0,0,0,0,183152,141094,281913,57972,57777,59480,4613,3847,4402,1737,2902,3535,0
22666,1,1,2,28,0,0,0,0,-2,-2,20446,470,16234,0,0,0,2748,2311,0,0,0,0,0
10099,2,3,1,35,0,2,2,2,0,2,7907,9086,7374,22954,11056,7886,2549,0,1955,14324,4434,2785,1
514391,1,2,1,33,-2,-2,-2,-2,-2,-2,4682,50,44,6337,1987,132,0,0,464,52,-184,614,0
252841,2,2,1,29,-1,-1,-1,-1,-1,-1,4284,138,-2222,3819,-1138,2507,617,0,521,-84,1390,392,0
70521,2,1,2,27,0,0,0,0,0,0,40686,66970,66402,51862,37848,48963,2790,3915,3281,1743,4148,1657,0
213299,2,1,1,31,0,0,0,0,0,0,188423,212240,143522,255834,250053,98259,175098,24144,7627,4519,22522,9349,0
75205,1,3,2,32,2,2,7,4,3,3,1229,30618,96271,905,3286,449,0,0,0,0,0,0,0
86666,2,3,2,24,2,0,0,0,0,0,67018,55551,71589,22952,73797,12795,1691,2398,3055,2452,1897,4765,0
169554,1,3,1,48,2,0,2,0,2,2,94869,109702,196169,75378,68964,70561,2976,6755,4186,649,4314,4349,1
15389,2,2,1,49,0,0,0,2,2,3,13273,8447,16778,462,9526,11959,1119,1051,0,390,1249,0,0
496564,2,2,1,26,-2,0,-2,0,0,-2,0,0,0,68566,234,586,3298,5965,2061,1514,115656,51901,0
336561,1,1,2,34,-2,0,0,0,0,2,106581,174552,114887,112594,103791,111355,10179,3358,5190,121111,6049,7210,0
223541,2,1,2,29,0,0,0,0,-1,0,141500,75640,60181,77664,74037,39358,3888,1934,4129,3361,1477,3758,1
94220,1,2,1,28,2,2,2,0,3,0,27099,75611,100969,63024,61367,68202,0,1119,3738,2033,0,2161,1
44152,2,2,1,53,0,0,0,0,0,0,15820,12915,21295,14523,8177,8865,1157,2042,1055,68,640,1156,0
575287,2,1,2,24,0,0,0,0,0,0,123364,70176,99140,85318,78110,82685,6873,6344,21597,43826,23467,59435,0
19601,2,1,2,24,0,0,0,0,-1,-1,14298,106372,11357,20664,13610,7119,4539,2240,789,1313,36599,0,0
95454,1,1,1,29,2,2,0,4,3,2,2216,1844,703,2501,1061,2101,0,2385,0,0,0,0,1
57613,2,1,1,29,1,2,0,0,0,0,2392,3688,14359,5106,2058,34891,1010,1512,682,2379,0,60315,0
109203,1,1,2,31,0,0,0,0,0,0,118356,98971,100278,66801,57292,84871,18579,6155,3417,0,4280,0,0
120633,2,3,1,49,0,0,-1,0,-2,-2,2298,7158,2053,0,0,0,1326,1217,0,0,0,0,0
15110,2,3,2,37,2,2,6,2,2,3,13861,21663,2321,75760,25593,64905,0,0,0,0,0,0,1
198619,2,3,2,49,0,0,0,0,0,0,196472,209229,275277,249807,314100,223362,9238,22079,10423,6772,8545,8475,0
305445,1,1,1,39,-2,-2,-2,-1,0,-1,3455,5425,0,2980,535,5768,0,0,2505,795,2969,1307,0
64009,2,2,2,27,0,0,0,0,0,0,19327,15940,9679,15938,13996,43544,3619,1524,1354,3934,1393,1078,0
360220,2,1,2,27,1,2,-1,-1,0,0,0,51893,48536,15357,17246,16524,0,915,1535,942,1272,668,1
20819,1,3,1,25,4,2,2,2,2,2,9471,16413,18187,22025,25661,21489,1753,950,0,282,0,1576,0
191244,2,3,1,45,0,0,0,0,0,0,187604,142467,185346,121165,55672,84917,7988,5251,4714,4016,67472,9797,0
263627,2,1,2,32,1,2,-2,-1,-1,-1,809,0,0,571,665,0,0,0,514,590,0,0,0
13965,1,1,2,33,0,0,0,4,0,5,17514,1507,2588,0,0,0,989,1300,0,0,0,0,0
52527,2,3,1,25,0,0,0,0,0,0,19910,16149,15324,12385,12411,15910,652,1044,1774,130,773,478,0
98604,1,3,1,25,2,2,2,2,2,2,13086,15271,6681,28272,30445,31589,0,1907,0,0,0,855,1
43524,2,1,2,26,-1,0,0,0,0,-1,4563,9772,23228,11318,16857,20853,5559,3468,1400,2016,4219,1552,0
183502,1,1,2,29,0,0,0,0,0,-1,40204,33639,39136,54054,40565,35396,3219,3552,2191,2921,38087,4671,0
212797,1,2,1,34,2,3,3,2,2,-1,433593,70724,728,25878,9453,261668,0,0,7387,14500,16832,13820,1
398211,1,1,1,45,1,-2,-1,-1,-1,-1,0,0,4160,4785,1182,7419,0,101211,1356,39021,4696,29687,0
173784,1,1,2,27,0,0,0,0,0,2,5397,3370,17183,0,0,0,0,8883,0,0,0,3165,0
48054,2,3,2,29,2,2,2,0,0,2,8844,9066,6609,12082,22053,35856,1111,0,2583,2022,0,0,0
56822,2,2,2,29,1,2,0,0,0,0,-2889,2391,5060,3757,9877,16741,0,1489,1632,3208,2842,2823,0
200846,2,2,1,50,-2,-2,-2,-2,-2,-2,2740,1332,1995,229,-202,1444,1228,0,1032,431,560,1116,0
159219,2,1,2,28,-1,0,0,-1,0,0,1688,174340,137672,81010,70160,86143,10796,4628,3700,3722,127327,6285,0
429607,2,3,2,45,0,0,0,0,0,0,352365,197882,185794,196239,140519,242108,5557,9628,4457,8814,5412,8145,0
154177,1,3,1,51,2,0,0,0,0,0,112411,95705,77350,82433,67073,71392,3270,5257,1860,3244,7394,1938,0
79619,1,2,2,24,0,0,0,0,0,0,17233,50255,123000,63450,35350,47309,5087,3454,1158,818,1540,0,0
83728,1,2,2,26,0,0,0,0,-1,-1,42699,118047,27029,66951,56627,74042,8533,1690,3952,0,0,0,0
25475,2,2,1,28,0,0,0,4,3,2,2803,15368,11201,1465,249,685,0,925,0,896,0,524,0
355669,2,1,1,40,0,0,0,0,0,0,163968,99511,80765,45066,2693,16331,3479,5223,1098,1364,6444,6342,0
406464,2,1,1,37,0,2,0,0,0,0,115155,184586,105683,115089,124828,84025,5416,4887,6541,3328,7393,6773,0
15938,1,2,2,35,2,0,2,0,0,0,6318,15517,10144,18093,8962,13268,0,0,1033,1616,2721,-233,1
65252,2,3,1,50,1,2,0,0,0,0,102498,139926,90663,68453,97893,94625,0,4261,5294,5702,4905,2908,1
61709,1,2,2,28,0,0,0,0,0,4,42319,58568,45890,100907,31869,78207,3172,1322,2274,3190,0,1490,0
377695,2,2,1,58,0,0,0,0,0,0,21414,347737,271095,71653,187331,150576,10685,16957,8841,11178,32034,8860,0
228418,2,2,1,39,0,0,0,0,0,0,324356,371103,310511,364438,359196,300276,8397,11339,9210,6834,8682,6242,1
205603,1,1,1,40,1,-2,-2,-1,-2,-2,1545,0,-125,1105,-160,0,0,2333,3656,0,2876,6086,0
197827,1,2,1,29,-1,-2,-1,-1,-1,-1,2319,0,2139,41,5151,0,0,0,601,609,0,0,0
224296,1,1,1,48,2,2,2,2,2,2,110905,75557,92340,85009,164830,58717,2443,6715,4062,1758,3514,4083,1
153364,1,1,2,23,0,0,0,0,0,0,46436,40255,42964,57183,46314,39814,655,2314,8071,19520,2510,1322,0
194382,1,2,2,29,2,2,2,2,2,2,8692,8416,16291,57934,46445,41764,2592,1505,8994,1949,1600,2953,1
197695,2,2,2,32,-2,-1,-2,-2,-2,-1,1318,10247,4132,-271,1147,4869,15124,1211,724,0,50793,58010,0
196561,1,3,1,42,0,0,0,0,2,2,135989,110557,262143,64908,112394,203889,6287,10275,5446,2816,0,1842,1
194185,1,2,1,43,-2,0,-2,-2,-2,-2,10563,35626,59244,0,3798,42122,55086,8716,0,7653,22118,72532,0
371192,2,1,1,34,-1,-1,-1,-1,0,0,2655,0,130146,109854,88219,80077,92421,136541,133066,2792,2355,4223,0
128990,2,2,2,34,0,0,0,0,0,-1,35466,56297,11120,69897,36554,40585,1454,2328,2432,936,2730,1916,0
81329,1,2,2,40,1,2,0,2,0,0,13187,19006,19918,31413,36997,38748,1226,1456,0,211,1608,296,0
191870,2,1,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
132942,1,1,2,30,2,2,0,0,0,0,49063,39400,102188,64740,53141,52581,2747,772,2515,63364,4501,1827,1
133203,2,1,1,30,0,0,0,0,0,0,102374,88285,111305,152019,78937,145348,385467,4215,5379,4326,6019,3908,0
369688,1,1,2,27,-2,-2,-2,-1,0,-1,10375,1574,13463,4474,21350,5843,0,813,32524,5441,1427,14952,0
352440,1,1,2,28,-2,0,-1,-2,-2,-2,12180,27341,22353,17515,18410,59158,15894,8396,7483,9007,16387,81530,0
347424,2,1,2,30,0,0,0,0,0,0,551142,287433,363174,215846,317616,270950,10063,22059,15002,15058,2065,13126,0
404415,2,1,2,33,-1,-1,-1,-1,0,0,805,3577,1068,4231,15153,6364,4683,15841,202,0,5236,27386,0
