F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,T1
1,54.55107879638672,19.166751861572266,2,10,8,19.650461196899414,1,1,16,0,2,0,711,1
0,25.82329559326172,0.860655665397644,2,11,4,0.32574906945228577,1,1,1,0,2,111,191,1
0,41.24293899536133,0.9194217324256897,2,1,1,0.0,1,0,0,0,2,0,41,0
0,44.054603576660156,15.447005271911621,2,3,1,0.0,1,0,0,1,2,69,237,0
1,18.17401123046875,2.2930548191070557,2,1,1,1.0633796453475952,1,1,10,0,2,131,392,0
0,31.89664077758789,8.790114402770996,2,10,9,7.129523754119873,1,1,3,1,2,0,301,1
0,62.26121139526367,4.641221046447754,2,2,8,18.551124572753906,1,1,14,1,2,87,78,1
1,30.83418846130371,1.0980297327041626,1,4,4,0.050848133862018585,0,0,0,0,2,160,31,0
0,17.949018478393555,3.3519303798675537,2,4,4,0.6312088370323181,1,1,2,0,2,120,111,0
0,16.214664459228516,1.7395501136779785,2,11,4,0.6362321376800537,0,0,0,1,2,157,74,0
0,40.56407165527344,15.884636878967285,2,1,4,5.003660678863525,0,1,2,0,2,0,53,0
1,29.74850082397461,2.2840802669525146,2,3,1,0.0,1,0,0,0,1,159,9,0
1,39.54314422607422,1.6075475215911865,2,7,4,2.8302624225616455,1,0,0,1,2,441,80,0
0,20.647733688354492,5.20091438293457,2,11,8,1.528026819229126,1,1,12,0,2,238,39984,1
0,28.90627670288086,3.2617900371551514,2,11,4,2.0603270530700684,1,1,9,0,2,0,95,1
0,59.26905059814453,2.1266064643859863,2,1,1,0.0,0,1,4,0,2,124,165,1
0,25.808530807495117,1.7608524560928345,2,8,4,8.860185623168945,1,1,9,1,2,0,454,1
1,26.13082504272461,3.4393045902252197,2,14,8,5.094608306884766,1,1,3,1,2,97,42,1
0,24.47412872314453,0.46387699246406555,2,8,4,0.9825899600982666,1,1,7,0,2,89,223,1
1,41.11981201171875,2.1582813262939453,2,9,8,0.7006605863571167,1,0,0,0,2,132,37,1
1,32.97395324707031,12.717230796813965,2,8,5,10.724884986877441,1,1,9,0,2,86,19,1
0,27.384220123291016,6.712542533874512,2,11,4,0.41517895460128784,0,1,2,1,2,203,117,0
1,21.65262794494629,1.5280555486679077,2,8,4,1.2298260927200317,1,1,8,1,2,41,342,0
1,34.48694610595703,1.0748347043991089,2,13,8,0.2883312702178955,1,0,0,0,2,421,80,1
0,36.396881103515625,11.821043968200684,2,14,8,0.43548497557640076,1,1,10,0,2,0,319,1
1,21.41485023498535,8.274140357971191,2,8,4,0.7641619443893433,0,0,0,0,2,193,34,0
0,34.65825653076172,15.799532890319824,2,11,4,7.385767936706543,1,1,8,0,2,0,310,1
1,53.60416030883789,15.591965675354004,2,2,5,6.303039073944092,1,1,15,0,2,0,8252,1
1,30.120311737060547,0.05079297348856926,2,8,5,4.140787124633789,0,0,0,0,1,166,41,1
0,23.86582374572754,4.325226783752441,2,8,4,3.295753002166748,1,1,1,0,2,121,183,0
1,33.51521301269531,8.687418937683105,2,11,4,1.3024340867996216,1,1,4,0,2,0,321,1
1,18.419189453125,7.348031520843506,1,6,8,0.8080707788467407,1,0,0,0,2,141,1271,0
1,37.237388610839844,3.259459972381592,2,3,4,4.453930854797363,1,1,13,1,2,0,69,1
0,17.490341186523438,0.719179630279541,2,14,8,0.8773516416549683,1,0,0,0,2,0,283,1
1,29.712650299072266,12.954517364501953,2,8,5,7.660501956939697,1,1,8,0,2,0,174,1
0,17.850875854492188,0.5496760010719299,2,11,4,0.8111990690231323,1,0,0,1,2,48,2959,1
1,27.3802433013916,1.7374470233917236,2,6,4,2.6792845726013184,0,0,0,1,2,335,61,0
1,34.82879638671875,2.3279545307159424,2,13,8,1.2896649837493896,1,1,3,1,2,416,323,1
1,18.703683853149414,1.2770863771438599,2,9,4,1.6447499990463257,0,1,2,1,2,330,19,0
1,22.973896026611328,1.3415868282318115,1,4,8,0.2105218768119812,0,0,0,1,2,343,83,0
0,20.737327575683594,2.925729513168335,2,4,4,0.4850066900253296,0,1,2,1,1,231,63,0
1,26.603591918945312,10.34410572052002,2,9,4,1.8921657800674438,1,1,2,1,2,142,530,1
1,28.350181579589844,0.42587342858314514,2,4,4,0.5839925408363342,0,0,0,1,2,125,18,0
1,34.28542709350586,15.757383346557617,2,8,5,7.189009666442871,1,1,11,1,2,356,38,1
1,32.98468780517578,0.9549875259399414,1,8,4,0.09153354167938232,0,0,0,0,2,157,39,0
0,58.43129348754883,12.073418617248535,2,1,1,0.0,0,1,1,0,2,78,1621,0
1,21.81540298461914,2.188347816467285,2,1,2,0.0,0,0,0,0,2,249,1189,0
0,36.79607391357422,3.119861364364624,2,4,4,3.565600872039795,1,1,13,1,2,0,5435,0
0,21.945438385009766,5.809638977050781,2,8,8,0.44319531321525574,1,1,2,0,2,0,508,1
1,30.868133544921875,0.9739160537719727,2,8,4,2.8972158432006836,1,1,10,0,2,351,2225,1
1,37.05709457397461,2.297971725463867,1,3,5,0.23279166221618652,0,0,0,1,2,828,55,0
1,35.297725677490234,1.427092432975769,1,3,5,0.19799092411994934,0,0,0,1,2,346,43,0
1,29.371871948242188,1.4914090633392334,2,3,5,5.870291709899902,1,0,0,1,1,412,83,1
0,16.303634643554688,0.6714679002761841,2,1,1,0.0,0,0,0,1,2,0,30,0
1,25.171894073486328,2.218679189682007,2,9,4,0.4258546233177185,0,1,1,0,2,173,313,0
0,24.72393798828125,12.447117805480957,1,6,8,1.0245810747146606,1,0,0,0,2,135,112,0
1,27.251373291015625,1.0625646114349365,2,14,8,0.9946533441543579,1,1,5,0,2,167,435,1
1,34.04310989379883,1.8425872325897217,2,3,8,1.1321083307266235,1,0,0,1,2,355,80,1
1,43.764862060546875,11.996109962463379,2,10,9,13.905671119689941,1,1,9,1,2,0,88,1
0,31.28866195678711,5.696123123168945,2,9,8,2.102649688720703,1,0,0,1,2,281,46,1
1,42.74518966674805,5.635439395904541,2,8,4,5.188478469848633,1,1,11,1,2,150,2522,1
1,26.35809326171875,1.0073977708816528,1,6,4,7.356873989105225,1,0,0,0,2,97,40,0
1,30.101606369018555,10.888326644897461,2,8,5,8.234094619750977,1,1,12,1,2,139,4177,1
1,23.559951782226562,4.294232368469238,1,8,4,0.03899817168712616,0,0,0,0,2,170,121,0
1,18.953874588012695,1.1129553318023682,2,9,4,0.8179383277893066,0,0,0,1,2,154,13,0
0,32.82597732543945,2.1820473670959473,2,14,8,4.506309986114502,1,1,2,1,2,0,170,1
1,69.98922729492188,8.411550521850586,2,10,9,0.0,1,1,15,0,2,0,2565,1
0,17.12484359741211,9.8984956741333,2,11,8,3.1468939781188965,1,1,7,0,2,0,45,1
1,26.454761505126953,4.828932762145996,2,8,8,4.43305778503418,1,1,7,1,2,246,18,1
1,17.97012710571289,8.889466285705566,2,6,8,1.6897000074386597,0,1,0,0,2,147,722,0
0,20.48382568359375,2.2608132362365723,2,11,4,0.8993770480155945,0,0,0,0,2,0,29,1
1,27.34239387512207,1.9097754955291748,1,8,4,0.6284054517745972,0,0,0,0,2,154,236,0
1,18.748706817626953,3.500257968902588,2,6,4,2.1492066383361816,0,1,0,1,2,254,321,0
0,18.661033630371094,0.32716432213783264,1,11,8,0.17024660110473633,0,0,0,1,2,102,107,0
1,20.59329605102539,0.536166250705719,1,3,8,0.29738813638687134,0,0,0,0,2,166,223,0
0,28.399911880493164,5.195394515991211,2,11,4,1.0686874389648438,1,1,1,0,2,0,12,1
0,26.527904510498047,2.7864301204681396,2,11,8,0.28840309381484985,1,0,0,0,2,332,209,0
1,29.132129669189453,0.5912183523178101,2,11,8,1.3108081817626953,1,1,2,1,2,84,9,0
1,42.46268844604492,4.124770641326904,1,8,8,6.670587539672852,1,1,14,0,2,274,1173,1
1,34.505821228027344,3.8884997367858887,2,14,8,5.873472213745117,1,0,0,0,2,0,305,1
1,37.90362548828125,3.139327049255371,1,8,4,3.0504093170166016,1,0,0,0,2,399,869,0
1,28.713037490844727,1.1987580060958862,2,3,8,2.1988914012908936,0,0,0,0,2,155,87,0
1,34.15343475341797,0.7565746903419495,2,14,8,6.9257917404174805,1,1,2,0,2,306,2717,1
1,32.170162200927734,3.322892189025879,2,4,8,11.111605644226074,0,1,3,1,2,159,14,0
1,15.34238052368164,10.275029182434082,2,8,4,0.1890687644481659,0,0,0,0,2,0,103,0
0,30.17589569091797,5.309789180755615,2,8,4,1.4057339429855347,1,1,8,0,2,0,174,1
1,25.248069763183594,0.9295044541358948,1,11,4,0.8511752486228943,1,1,4,0,2,133,2992,1
0,27.085865020751953,0.8812727928161621,2,6,4,0.7521200776100159,1,1,1,1,2,174,1834,0
1,27.270545959472656,3.8437118530273438,2,8,4,0.9809605479240417,1,0,0,0,2,102,20,0
1,34.061378479003906,1.0566800832748413,1,7,4,0.6873459815979004,1,1,13,1,2,270,1947,1
1,39.836708068847656,14.335075378417969,2,8,5,3.161350965499878,1,1,6,1,2,0,2883,1
1,59.13683319091797,11.00882625579834,2,10,9,15.248929977416992,1,0,12,1,2,0,237,1
1,30.115825653076172,0.6760089993476868,2,3,5,0.16917355358600616,1,0,0,0,2,416,267,0
1,17.549238204956055,1.6027730703353882,2,11,4,0.83909010887146,1,1,8,0,1,93,62,1
1,19.649791717529297,2.5072202682495117,2,4,4,0.3593349754810333,0,0,0,1,2,202,65,0
1,19.97113800048828,0.9724435806274414,2,14,4,1.605825424194336,1,1,9,1,2,319,902,1
1,36.72784423828125,10.801228523254395,2,13,8,5.125229358673096,1,0,0,1,2,0,221,1
1,29.42867088317871,1.4069880247116089,2,8,4,0.18060964345932007,0,1,2,0,2,0,1819,0
1,29.68758773803711,0.4908924102783203,2,13,4,0.22019067406654358,1,0,2,1,2,406,1218,0
0,38.470767974853516,2.819977283477783,2,9,4,1.505634069442749,1,1,15,1,2,138,29,1
0,20.028310775756836,0.6944018602371216,2,8,4,0.840183675289154,1,1,2,0,2,71,155,1
1,18.332530975341797,1.8000582456588745,2,4,4,0.3575679659843445,0,0,0,0,2,144,4,0
1,25.257919311523438,1.6134867668151855,2,14,4,6.73637056350708,1,1,5,1,2,403,204,1
0,42.37104797363281,9.013789176940918,2,11,8,1.3536638021469116,1,1,9,1,2,0,345,1
1,34.85273361206055,2.3193352222442627,1,8,4,2.095379114151001,1,0,0,0,2,155,1144,0
1,36.80646514892578,0.7892647385597229,2,13,8,0.4175293743610382,1,1,12,0,2,264,7212,1
1,23.82598876953125,0.8635045886039734,1,8,4,0.3388975262641907,0,0,0,0,2,0,60,0
0,27.94239044189453,1.2596359252929688,2,13,8,0.6701754331588745,0,0,0,0,2,212,349,0
0,29.71930694580078,3.8208115100860596,2,8,4,3.7530720233917236,1,1,15,1,2,227,99,1
1,27.198734283447266,1.3195692300796509,1,3,5,3.444376230239868,0,0,0,1,2,111,170,0
1,20.557361602783203,0.7212432026863098,1,8,4,0.11368358880281448,0,0,0,0,2,258,81,0
1,25.37478256225586,1.6413768529891968,1,4,4,2.499098539352417,1,1,6,1,2,72,228,1
1,19.76987075805664,0.4895603358745575,2,7,4,1.1803398132324219,0,1,8,0,2,177,153,0
0,25.385082244873047,9.205592155456543,2,6,4,2.7866203784942627,1,1,2,0,2,204,1124,1
0,31.134082794189453,1.8411836624145508,2,11,4,0.26081204414367676,1,1,2,1,2,152,429,1
0,27.165973663330078,10.868144989013672,2,8,4,2.8361380100250244,1,1,1,0,2,0,3484,1
1,27.189069747924805,0.03408321738243103,2,7,4,0.9982916712760925,0,0,0,1,2,342,66,0
1,21.751995086669922,1.8294891119003296,1,8,4,0.3215191662311554,0,0,0,1,2,0,38,0
1,20.015518188476562,1.683591604232788,2,11,4,1.0062587261199951,0,1,2,0,2,141,6,0
1,29.311912536621094,4.628354072570801,2,9,8,16.768321990966797,1,1,11,1,2,0,91,1
0,18.822507858276367,0.8436615467071533,2,6,4,0.5420824289321899,0,0,0,0,2,310,13,0
1,29.317737579345703,3.6395111083984375,2,8,4,10.960211753845215,1,1,7,1,2,225,4837,1
1,24.259449005126953,2.1353089809417725,2,8,5,0.7920557260513306,0,0,0,0,2,223,75,0
1,33.36680603027344,1.058430552482605,2,8,4,1.9923824071884155,1,1,12,1,2,114,214,1
1,21.237512588500977,3.584282398223877,1,8,8,9.761331558227539,0,0,0,1,2,145,98,0
0,33.954620361328125,4.448517322540283,1,14,4,3.041667938232422,1,1,10,1,2,226,1647,1
1,41.529632568359375,1.933371663093567,2,1,1,0.0,0,1,2,0,2,128,161,0
1,22.832866668701172,1.6155766248703003,2,6,8,2.3750123977661133,1,1,4,1,2,123,3661,1
1,36.343021392822266,1.4066356420516968,2,9,5,7.078519344329834,1,0,0,1,2,240,7,1
0,24.687576293945312,11.05655574798584,2,11,4,1.1247197389602661,0,0,0,1,2,0,58,0
1,43.065460205078125,0.6138689517974854,2,8,4,7.91676664352417,1,1,14,0,2,0,2005,1
1,17.268310546875,0.7790865898132324,2,11,4,1.5630717277526855,1,1,2,1,2,128,30,0
1,38.55208969116211,1.5889073610305786,2,8,4,5.4863057136535645,1,0,0,1,1,309,121,0
0,30.38484001159668,0.635551393032074,2,13,4,1.070387840270996,1,1,7,0,2,0,662,1
1,32.14756774902344,0.7620735764503479,2,6,8,3.0617563724517822,1,1,8,1,2,259,604,1
0,30.626911163330078,1.7707823514938354,1,1,1,0.0,1,0,0,0,2,160,30,0
1,21.52766990661621,1.0201961994171143,2,8,4,1.3721795082092285,0,1,1,0,2,331,173,1
1,28.4263916015625,0.24238449335098267,2,13,8,0.656606912612915,1,0,0,0,2,649,164,1
0,20.419597625732422,10.068156242370605,2,11,4,2.305732488632202,1,1,2,0,2,0,203,1
0,22.211807250976562,1.7014294862747192,2,6,4,0.5148749351501465,0,1,8,1,2,344,293,0
1,30.72364044189453,0.7403132915496826,2,9,4,0.3975297510623932,1,1,9,1,2,361,340,1
1,22.955299377441406,2.7041239738464355,1,13,8,0.2590826749801636,0,0,0,1,2,0,29,0
0,45.620460510253906,5.575611114501953,2,8,4,15.364129066467285,1,1,16,1,2,166,1156,1
1,15.903280258178711,0.0,1,1,4,0.8347077965736389,0,0,0,0,2,121,201,0
1,35.901824951171875,5.246676445007324,2,10,8,10.301322937011719,1,0,0,0,2,157,481,1
0,30.347766876220703,5.261287689208984,2,11,4,0.973134458065033,1,1,8,0,2,0,1626,1
1,30.627960205078125,12.332859992980957,2,13,8,11.142319679260254,1,1,3,1,2,0,493,1
0,47.6441650390625,1.7209886312484741,2,3,8,11.943737030029297,1,1,13,1,2,241,9245,1
1,30.289106369018555,0.932052731513977,2,11,8,6.256758213043213,1,1,7,0,2,145,172,1
1,34.69104766845703,0.9777036905288696,1,13,8,0.8507418036460876,1,1,1,1,2,181,422,1
1,35.80768585205078,11.952445983886719,2,8,4,1.7621114253997803,1,1,7,0,2,0,3864,1
1,28.97414779663086,0.31902173161506653,2,3,8,1.287410855293274,1,0,0,0,2,480,2938,1
0,18.069456100463867,1.7990777492523193,2,1,1,1.1089389324188232,0,1,2,0,2,165,128,0
1,17.548608779907227,1.7425106763839722,2,11,4,0.5647541284561157,1,0,0,0,2,392,14,1
1,34.842864990234375,1.5843077898025513,2,9,4,1.3468215465545654,1,0,0,1,2,188,26,1
1,26.3255615234375,1.5268551111221313,1,8,4,2.6415488719940186,0,0,0,1,2,141,1,0
1,39.50452423095703,3.6362850666046143,2,3,5,7.557301998138428,1,0,0,1,2,0,74,1
1,53.2165412902832,1.6007730960845947,2,2,4,0.18384946882724762,1,0,0,0,1,849,74,0
1,33.32341766357422,18.341684341430664,2,8,5,17.126020431518555,1,1,10,1,2,0,2097,1
1,41.42973327636719,1.965570092201233,1,4,4,2.1512205600738525,0,0,0,0,2,109,484,0
0,24.547576904296875,2.390899181365967,1,3,5,1.0666180849075317,0,0,0,0,2,155,77,0
1,17.52428436279297,0.13840174674987793,2,2,4,0.5685558915138245,0,0,0,0,2,125,20,0
1,33.29166030883789,9.216002464294434,2,9,4,6.23399019241333,1,1,8,1,2,0,502,1
0,25.118244171142578,1.7544127702713013,2,11,8,2.6801183223724365,1,0,0,0,2,0,82,1
1,35.436458587646484,4.807190418243408,1,2,4,2.3877902030944824,0,0,0,1,2,315,114,0
0,27.896514892578125,1.80176842212677,2,4,4,0.25507715344429016,0,0,0,0,2,194,27,0
0,19.07697868347168,9.446470260620117,2,14,4,1.2647392749786377,1,1,5,1,2,75,119,1
1,23.11080551147461,0.6738549470901489,2,8,4,2.966320037841797,1,1,13,1,2,380,7673,1
1,19.31226921081543,0.8452389240264893,1,8,4,0.6084426045417786,0,0,0,0,2,85,71,0
1,17.369609832763672,10.516944885253906,2,7,4,0.5329091548919678,0,0,0,1,2,92,23,0
1,18.27950668334961,0.9842461943626404,2,9,4,1.0705171823501587,1,1,3,1,2,203,31,1
1,19.30710792541504,0.13959626853466034,2,13,4,0.24526941776275635,0,0,7,0,2,230,17,0
1,35.521202087402344,4.820324897766113,2,3,5,5.566159248352051,0,0,0,1,2,581,91,0
0,16.82990837097168,6.865312576293945,2,11,4,0.9329391121864319,1,0,0,0,2,128,299,1
1,49.22256088256836,7.002026557922363,2,7,4,0.2758292853832245,0,0,0,0,2,203,3211,0
0,21.049217224121094,7.2929229736328125,2,8,4,2.472356081008911,0,0,0,1,2,213,7,0
1,23.432180404663086,1.425119161605835,1,5,1,0.0,0,0,0,0,2,121,24,0
1,29.28336524963379,0.40893927216529846,2,9,4,0.07852312922477722,0,0,0,0,2,310,135,0
1,32.28704833984375,9.825882911682129,2,13,5,5.166049480438232,1,1,15,1,2,0,3319,1
0,20.761539459228516,10.748056411743164,2,8,4,2.671509265899658,1,1,6,0,2,0,1310,1
1,36.11850357055664,1.852632761001587,2,3,5,2.907050848007202,1,0,0,1,2,0,81,1
1,33.118865966796875,2.1398167610168457,2,3,5,0.0,1,0,0,0,1,285,220,1
0,15.497077941894531,1.9890272617340088,1,10,8,0.0,0,0,0,0,2,224,15,0
1,24.461009979248047,1.1288926601409912,2,4,8,2.115804672241211,0,1,2,1,2,154,72,0
0,29.641082763671875,2.568185567855835,2,8,5,0.41832229495048523,0,0,0,0,2,113,124,0
1,29.797916412353516,1.7674000263214111,2,7,4,0.08586093783378601,0,0,0,1,2,153,24,0
0,27.93729591369629,10.884642601013184,2,13,8,1.999647855758667,1,1,13,0,2,218,270,1
0,32.200439453125,10.975261688232422,2,11,8,0.4561920762062073,1,0,0,0,2,89,4,1
1,35.67170333862305,0.6096503138542175,2,14,8,0.7644960284233093,1,0,0,0,2,313,14,1
1,39.06926727294922,2.2756807804107666,2,3,5,0.3488835096359253,0,0,0,1,2,386,32,0
1,32.609230041503906,6.909196853637695,2,3,5,0.0,0,0,0,0,1,211,36,0
1,29.52184295654297,0.8873351216316223,2,3,4,0.9763143658638,0,0,0,0,2,187,31,0
1,24.89096450805664,4.707528114318848,1,13,8,2.8760814666748047,1,1,8,0,2,141,56,1
0,15.563232421875,1.4210206270217896,1,8,4,1.2488312721252441,0,0,0,0,2,125,1222,0
1,17.06853675842285,10.01865291595459,2,8,4,0.8541905879974365,0,0,2,1,2,142,139,0
0,20.701513290405273,8.411288261413574,2,14,4,1.5212801694869995,1,1,5,0,2,0,148,1
1,19.157135009765625,5.695216178894043,2,11,4,0.6161690950393677,0,0,0,0,2,190,44,0
1,30.784809112548828,1.0876399278640747,2,14,8,3.2300117015838623,0,1,1,0,2,0,202,0
0,22.292081832885742,11.022594451904297,1,11,8,5.365682601928711,1,1,3,0,2,0,162,1
0,32.78636932373047,8.174982070922852,2,11,8,3.281358480453491,1,0,0,0,2,0,1539,1
1,26.41156005859375,1.6277923583984375,2,1,1,0.0,1,0,0,0,2,160,114,0
1,40.16783905029297,0.8175572752952576,2,9,4,9.269611358642578,1,1,2,1,2,185,2919,1
1,29.65774917602539,0.8713295459747314,2,8,4,0.9395653605461121,1,1,6,1,2,433,4008,1
1,28.22467613220215,0.8708914518356323,1,9,8,0.2970919609069824,0,0,0,0,2,104,63,0
1,31.082454681396484,1.9701921939849854,2,6,4,0.9452577829360962,0,0,0,1,2,271,129,0
1,15.785730361938477,9.157384872436523,2,8,8,1.2748420238494873,1,0,0,0,2,56,80,1
0,16.744848251342773,0.9881901144981384,2,6,4,2.1595571041107178,1,1,6,0,2,105,269,1
1,31.759706497192383,2.469923734664917,2,8,4,0.20341035723686218,0,1,2,0,2,229,136,0
0,28.224964141845703,12.269608497619629,2,1,5,0.0,1,1,9,0,2,0,405,1
1,23.25660514831543,1.160145878791809,2,13,8,0.6175005435943604,1,1,2,1,2,136,134,0
0,30.022010803222656,1.3135027885437012,2,8,4,1.4807103872299194,1,1,12,0,2,134,2252,1
0,40.111141204833984,2.403512477874756,2,2,4,1.4086641073226929,1,0,0,1,2,185,166,1
0,36.779632568359375,1.5139058828353882,2,8,4,0.806306004524231,1,1,11,1,2,115,2681,1
1,33.073699951171875,0.822058379650116,2,3,5,1.0645720958709717,0,0,0,1,1,466,50,0
1,67.83650207519531,12.555809020996094,2,5,1,0.0,1,1,16,0,2,50,2686,0
1,31.249595642089844,3.88692307472229,1,3,5,0.3575519919395447,0,0,0,1,2,786,38,0
0,33.35903549194336,1.5446914434432983,1,14,4,0.9178407788276672,1,1,14,1,2,426,2231,1
1,26.016403198242188,13.303945541381836,2,10,8,5.749960422515869,0,1,1,0,2,0,86,1
0,26.280052185058594,1.1486223936080933,2,6,8,1.9169447422027588,1,1,4,1,2,401,1448,1
1,34.59502410888672,1.1808329820632935,2,4,8,0.5061137676239014,0,1,3,1,2,106,14,0
1,38.233428955078125,1.243396282196045,2,13,8,2.8189330101013184,1,1,3,0,2,264,19,1
0,47.709415435791016,2.523346424102783,2,1,5,0.0,1,0,0,1,2,165,120,0
0,24.247028350830078,6.399209022521973,2,8,4,4.56804895401001,1,1,1,0,2,0,241,1
0,24.680612564086914,1.4483189582824707,1,1,1,0.0,0,0,0,0,2,145,7,0
1,40.964717864990234,1.4709984064102173,2,8,5,7.508020877838135,1,1,7,1,2,99,84,1
0,23.226654052734375,10.715229988098145,2,6,4,2.2938663959503174,1,1,8,0,2,0,1234,1
1,23.302501678466797,1.602859377861023,2,9,5,0.5499072074890137,1,1,1,1,2,0,13,1
1,34.48487091064453,4.277088642120361,2,13,8,6.876715183258057,1,1,2,0,2,0,996,1
0,16.1232852935791,1.3261042833328247,2,11,4,1.076553225517273,0,0,0,1,2,191,9,0
1,42.465858459472656,1.6826913356781006,2,13,8,2.8862111568450928,0,0,0,0,2,224,617,0
0,20.852359771728516,0.21495988965034485,1,13,8,1.1994625329971313,1,0,0,0,2,334,1969,1
0,36.93027877807617,12.078462600708008,2,6,8,0.6508644223213196,0,0,0,1,2,281,4,0
1,24.29877471923828,15.805941581726074,2,11,4,1.1840654611587524,1,1,11,0,2,0,211,1
