age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31,5.0,283685,0.0,2.0,11.0,5.0,4.0,0.00022160277275254587,0,0,31,38.0,0.0
31,3.0,22825,11.0,2.0,3.0,0.0,4.0,0.0006030438077317196,0,0,47,38.0,0.0
27,3.0,113920,1.0,4.0,0.0,1.0,4.0,0.0004431216230396551,0,0,40,38.0,0.0
25,3.0,163583,9.0,4.0,9.0,1.0,4.0,0.00032906353533742336,0,1584,30,38.0,1.0
32,5.0,23406,12.0,0.0,9.0,1.0,4.0,0.00018451536573278616,0,0,50,38.0,0.0
49,3.0,224611,6.0,4.0,12.0,1.0,4.0,0.00021295539561128212,0,0,29,32.0,0.0
75,3.0,61348,5.0,2.0,0.0,0.0,4.0,0.999906020725911,0,0,22,38.0,0.0
31,3.0,56673,11.0,0.0,6.0,4.0,4.0,0.00027499767226606386,0,0,40,38.0,0.0
27,3.0,354377,15.0,0.0,3.0,1.0,4.0,0.0004391607622872266,0,1588,40,38.0,0.0
45,3.0,108258,3.0,3.0,13.0,1.0,2.0,0.999878819073024,0,0,40,38.0,0.0
28,3.0,189629,15.0,4.0,0.0,1.0,4.0,0.0002501991973189174,0,0,10,38.0,0.0
33,3.0,97857,15.0,2.0,9.0,5.0,4.0,9.867886473967187e-05,0,0,40,38.0,1.0
20,3.0,193474,15.0,4.0,3.0,3.0,1.0,0.0002745142089230696,0,0,40,38.0,0.0
38,3.0,157192,8.0,0.0,7.0,1.0,2.0,8.513714943964834e-05,0,0,21,38.0,0.0
55,4.0,186875,12.0,2.0,11.0,5.0,4.0,8.214321876013402e-05,4663,0,17,38.0,1.0
40,3.0,263208,11.0,0.0,0.0,1.0,4.0,0.00034915540265161493,0,0,40,38.0,0.0
44,3.0,152142,11.0,0.0,7.0,1.0,4.0,0.0003929034838497568,0,0,40,38.0,0.0
36,3.0,256798,9.0,4.0,9.0,1.0,4.0,7.118909448507508e-05,0,0,26,38.0,0.0
25,3.0,178977,11.0,4.0,2.0,1.0,4.0,0.00028120659827507596,0,0,30,38.0,0.0
37,3.0,37566,15.0,0.0,0.0,1.0,4.0,0.00015371858414730123,0,0,9,38.0,0.0
41,3.0,38354,15.0,0.0,7.0,1.0,4.0,0.0003458308233363624,0,0,21,38.0,0.0
40,3.0,293391,11.0,5.0,7.0,4.0,2.0,0.0002546161956966129,0,0,40,38.0,0.0
41,3.0,241146,8.0,0.0,9.0,4.0,4.0,0.0001305794386845914,0,0,40,38.0,0.0
27,3.0,169716,11.0,4.0,0.0,1.0,4.0,0.0004045330221032193,0,0,40,38.0,0.0
32,3.0,92720,11.0,6.0,6.0,1.0,4.0,0.00023579037481144543,0,0,30,38.0,0.0
24,1.0,234771,12.0,4.0,9.0,1.0,4.0,6.179035155330615e-05,0,0,26,38.0,0.0
31,3.0,153264,12.0,2.0,9.0,0.0,4.0,0.9999145995992417,4258,0,19,38.0,0.0
35,6.0,89499,15.0,2.0,0.0,5.0,2.0,0.00031806418205461385,0,0,40,38.0,0.0
25,3.0,73511,11.0,4.0,0.0,3.0,1.0,0.0002217165734609792,0,0,40,38.0,0.0
30,3.0,195806,9.0,4.0,9.0,1.0,1.0,0.00020005302352939973,0,0,40,38.0,1.0
19,3.0,164927,9.0,4.0,11.0,3.0,4.0,0.9999975469078591,0,0,30,38.0,0.0
29,6.0,78851,9.0,4.0,0.0,1.0,4.0,4.64737516328243e-05,0,0,40,38.0,0.0
30,3.0,36146,11.0,4.0,7.0,4.0,4.0,0.00022307996013882397,0,0,20,38.0,0.0
46,5.0,130692,11.0,6.0,11.0,1.0,4.0,0.0004364190864578135,0,0,40,5.0,0.0
22,3.0,91696,8.0,2.0,10.0,0.0,4.0,0.9999749530567229,0,0,43,38.0,0.0
32,3.0,159683,11.0,2.0,0.0,5.0,4.0,0.00020244614404612548,0,0,37,38.0,1.0
39,1.0,167255,11.0,0.0,6.0,1.0,4.0,0.0003979108775932638,0,0,40,38.0,0.0
22,5.0,224892,15.0,4.0,7.0,1.0,4.0,6.88553146026382e-05,0,0,28,38.0,0.0
36,3.0,358769,11.0,2.0,0.0,5.0,4.0,0.00024014291321643552,0,0,40,38.0,0.0
34,3.0,154739,11.0,0.0,2.0,4.0,2.0,3.999404852298931e-05,0,0,45,38.0,0.0
23,3.0,203782,2.0,4.0,7.0,3.0,2.0,0.00037079940324720993,0,0,18,38.0,0.0
26,3.0,178388,15.0,0.0,12.0,3.0,4.0,0.00031400973376720224,0,0,40,38.0,0.0
50,3.0,341129,11.0,2.0,0.0,5.0,4.0,0.00029785203822977095,0,0,40,38.0,0.0
22,3.0,296793,4.0,3.0,4.0,1.0,3.0,0.00020181299212843125,0,0,40,25.0,0.0
24,1.0,528953,9.0,4.0,10.0,1.0,4.0,0.9999122123538577,0,1587,18,38.0,0.0
25,3.0,370092,11.0,4.0,9.0,2.0,4.0,0.0003564063502664781,0,0,40,38.0,0.0
21,3.0,259096,0.0,2.0,7.0,3.0,4.0,0.00033153092436410524,0,0,25,38.0,0.0
54,3.0,161652,11.0,0.0,7.0,4.0,4.0,0.00014320795749025103,0,0,36,38.0,0.0
31,3.0,260876,9.0,4.0,0.0,1.0,2.0,0.00019143971886214904,0,1989,40,38.0,0.0
55,1.0,198151,9.0,0.0,3.0,4.0,4.0,0.00041919502409154855,2872,0,50,38.0,0.0
53,3.0,310003,9.0,2.0,3.0,5.0,4.0,7.309195071170735e-05,9827,0,69,38.0,1.0
40,3.0,200458,6.0,0.0,2.0,4.0,2.0,0.9999742186749341,1793,0,33,38.0,0.0
39,3.0,165092,12.0,2.0,9.0,5.0,4.0,6.549418443038464e-05,0,0,17,38.0,0.0
26,3.0,145529,9.0,4.0,3.0,3.0,4.0,0.00042630239314593837,0,0,16,38.0,0.0
29,3.0,277176,15.0,4.0,9.0,3.0,4.0,0.0002722795152497271,0,0,13,38.0,1.0
22,3.0,180658,11.0,4.0,9.0,3.0,4.0,0.0003260747223028627,0,0,50,38.0,0.0
26,3.0,110127,11.0,4.0,9.0,3.0,4.0,0.00030020007198963174,0,0,16,38.0,0.0
28,3.0,93971,11.0,4.0,0.0,3.0,4.0,0.00036042435523178434,0,0,40,38.0,0.0
34,3.0,244765,15.0,4.0,9.0,1.0,4.0,0.0004484290713177313,0,0,18,38.0,0.0
21,3.0,113093,8.0,4.0,0.0,2.0,4.0,0.00021425322495244726,0,0,40,20.0,0.0
75,3.0,111116,0.0,6.0,9.0,1.0,4.0,0.00019900944393765936,0,0,24,38.0,0.0
36,3.0,41225,15.0,0.0,3.0,1.0,4.0,0.0001609080929273138,14880,0,57,38.0,0.0
33,3.0,181626,11.0,6.0,0.0,4.0,4.0,0.00036480150981382483,0,0,24,38.0,0.0
19,3.0,158760,15.0,5.0,11.0,3.0,4.0,0.0002053629374894919,0,0,21,38.0,0.0
68,3.0,182907,5.0,6.0,9.0,4.0,2.0,0.00032715964948533383,0,0,25,38.0,0.0
24,6.0,258888,15.0,0.0,0.0,4.0,4.0,0.00014452163764437653,0,0,40,38.0,0.0
19,3.0,294541,8.0,4.0,6.0,3.0,2.0,5.994970638061742e-05,0,0,40,38.0,0.0
27,3.0,134367,11.0,4.0,7.0,1.0,4.0,0.0002640675612952547,0,0,30,10.0,0.0
47,1.0,100749,15.0,2.0,0.0,0.0,4.0,0.00025577344051975267,3902,0,29,38.0,0.0
28,3.0,312844,15.0,0.0,11.0,3.0,4.0,0.00014991334586365515,0,0,40,38.0,0.0
26,6.0,101766,7.0,4.0,7.0,1.0,1.0,0.00022081714143325437,0,0,40,38.0,0.0
20,3.0,265830,1.0,4.0,7.0,3.0,4.0,0.0003603183850959075,0,0,20,38.0,0.0
32,1.0,186304,2.0,0.0,7.0,1.0,4.0,0.0002623017942791744,0,0,40,38.0,0.0
22,3.0,301068,15.0,4.0,3.0,4.0,4.0,0.00012599091283433943,0,0,20,38.0,0.0
23,6.0,236610,15.0,4.0,11.0,3.0,2.0,0.00018464260576297732,0,0,59,38.0,0.0
34,3.0,151025,9.0,0.0,9.0,4.0,4.0,0.00039557958879478676,0,0,40,38.0,0.0
32,3.0,281788,11.0,0.0,9.0,4.0,4.0,0.0003238821619870473,0,0,40,38.0,0.0
43,1.0,182820,9.0,2.0,10.0,0.0,4.0,0.9999925407899581,0,0,69,38.0,1.0
76,0.0,57749,12.0,4.0,9.0,1.0,2.0,4.946335043418129e-05,0,0,40,38.0,0.0
52,3.0,166280,12.0,0.0,3.0,1.0,4.0,0.00026575758310170986,0,0,40,38.0,0.0
19,3.0,264789,11.0,4.0,0.0,2.0,4.0,0.00013701172567931062,0,0,48,38.0,0.0
24,3.0,171146,15.0,0.0,3.0,4.0,4.0,0.0002673650045606272,0,0,21,38.0,0.0
22,6.0,36824,15.0,4.0,11.0,3.0,4.0,0.00022105220763468612,0,0,40,38.0,0.0
78,3.0,110186,4.0,6.0,7.0,1.0,4.0,0.0001410096732697555,0,0,40,38.0,0.0
53,3.0,199191,11.0,2.0,2.0,5.0,4.0,0.00013589692581087576,1630,0,40,38.0,0.0
20,3.0,238987,15.0,4.0,12.0,3.0,4.0,9.816491906406155e-05,0,0,21,38.0,0.0
47,5.0,174798,11.0,0.0,11.0,4.0,4.0,0.0001897351332745551,0,0,83,38.0,0.0
64,3.0,130919,11.0,6.0,0.0,4.0,4.0,0.00036853233056277754,0,0,40,38.0,0.0
21,3.0,204400,15.0,4.0,7.0,3.0,4.0,0.00032884796428116257,0,0,35,38.0,0.0
36,3.0,240274,12.0,4.0,3.0,1.0,4.0,0.00020822358925003123,0,0,40,38.0,0.0
49,3.0,135551,15.0,3.0,6.0,2.0,2.0,0.00031563684003913786,0,0,40,38.0,0.0
22,3.0,190864,11.0,4.0,6.0,2.0,4.0,0.00012425172641230035,0,0,40,32.0,0.0
19,3.0,334251,7.0,4.0,11.0,3.0,4.0,2.867760192840969e-05,0,0,57,38.0,0.0
69,1.0,210239,12.0,0.0,9.0,1.0,4.0,0.0002818303887297312,10136,0,13,38.0,0.0
52,3.0,303926,6.0,2.0,5.0,5.0,4.0,0.00031772876801421004,0,0,22,38.0,1.0
27,3.0,158335,9.0,4.0,9.0,4.0,4.0,0.0003324580478975489,0,0,40,38.0,0.0
26,3.0,195802,4.0,4.0,7.0,1.0,1.0,0.0003787321796780293,0,0,40,5.0,0.0
35,3.0,170578,11.0,2.0,6.0,5.0,3.0,0.00036870072851585205,0,0,40,32.0,0.0
26,3.0,148037,15.0,2.0,0.0,5.0,4.0,0.000310213748564968,0,0,40,38.0,1.0
22,3.0,334336,7.0,4.0,11.0,4.0,4.0,0.00011088996525633873,0,0,11,38.0,0.0
20,3.0,254403,7.0,2.0,9.0,5.0,4.0,0.0003356446032107158,0,0,39,38.0,0.0
46,3.0,188697,11.0,6.0,0.0,1.0,4.0,0.0002644940294501086,0,0,31,38.0,0.0
41,1.0,48274,9.0,4.0,3.0,1.0,4.0,0.00029136225478188616,0,2332,47,38.0,1.0
38,3.0,173336,12.0,2.0,9.0,0.0,4.0,0.9999453549898386,0,0,40,38.0,0.0
19,3.0,365879,4.0,4.0,7.0,1.0,2.0,0.00019200990105451015,0,0,38,25.0,0.0
31,1.0,248523,9.0,4.0,9.0,1.0,4.0,0.000101393709342531,0,0,40,38.0,0.0
35,3.0,87868,11.0,0.0,6.0,1.0,4.0,0.0004617278492006564,0,0,40,38.0,0.0
35,3.0,109415,11.0,4.0,0.0,1.0,2.0,0.00032721915099860035,0,0,40,38.0,0.0
19,3.0,285519,9.0,4.0,0.0,3.0,4.0,0.0001793272456261244,0,1588,35,38.0,0.0
40,3.0,274388,2.0,0.0,0.0,4.0,2.0,0.00036712504932596556,0,0,43,4.0,0.0
32,3.0,235633,15.0,2.0,0.0,3.0,4.0,0.00016236472167370527,0,0,40,38.0,0.0
66,3.0,115847,0.0,6.0,0.0,2.0,4.0,0.00019850580806432498,0,0,40,38.0,0.0
33,3.0,218474,8.0,0.0,2.0,3.0,4.0,0.00024900932962602663,0,0,35,38.0,0.0
49,3.0,430122,14.0,2.0,9.0,5.0,4.0,0.0002802019547828638,7547,0,50,38.0,1.0
40,3.0,120033,0.0,6.0,9.0,1.0,4.0,0.00028947546613146836,0,0,7,38.0,0.0
34,3.0,223870,0.0,4.0,9.0,1.0,4.0,0.00027887761258617435,0,0,40,38.0,0.0
19,3.0,34652,15.0,4.0,11.0,3.0,4.0,0.00014167144471085037,0,0,40,38.0,0.0
61,1.0,55602,4.0,0.0,10.0,4.0,4.0,0.000541558585544719,0,0,31,38.0,0.0
32,1.0,93391,11.0,4.0,9.0,1.0,0.0,0.00047383963150380843,0,0,40,38.0,0.0
36,3.0,60312,15.0,0.0,9.0,1.0,2.0,0.00028936708450438906,0,0,40,38.0,0.0
34,3.0,314498,7.0,4.0,3.0,4.0,4.0,0.00042909568572524785,4419,0,58,38.0,1.0
38,3.0,163322,11.0,2.0,0.0,5.0,4.0,0.00012107822431134479,0,0,40,38.0,1.0
19,3.0,195740,8.0,4.0,7.0,3.0,4.0,6.961918831029352e-05,0,0,24,38.0,0.0
34,3.0,42732,11.0,0.0,7.0,4.0,3.0,0.0002691580837467315,0,0,40,37.0,0.0
18,3.0,356177,11.0,4.0,11.0,3.0,2.0,0.00019311807609598982,0,0,40,38.0,0.0
33,3.0,348261,15.0,5.0,0.0,1.0,4.0,0.0002301212570438055,0,0,40,38.0,0.0
40,3.0,175723,15.0,0.0,11.0,1.0,4.0,0.00023582863352580445,0,0,16,38.0,0.0
40,3.0,133797,2.0,4.0,11.0,1.0,4.0,0.0001631381194168402,0,0,60,38.0,0.0
41,3.0,303904,11.0,6.0,2.0,4.0,4.0,0.00019744044376554165,0,0,40,38.0,0.0
53,1.0,245562,7.0,0.0,3.0,4.0,4.0,0.00019276194761711044,0,0,36,38.0,0.0
31,3.0,221813,9.0,4.0,11.0,1.0,4.0,3.1753687574713086e-05,0,0,43,38.0,1.0
21,3.0,186839,11.0,4.0,6.0,2.0,4.0,0.00031908993286869965,0,0,40,3.0,0.0
25,3.0,130691,9.0,0.0,3.0,4.0,4.0,0.00017302973118467834,0,0,40,38.0,0.0
20,3.0,284378,11.0,4.0,12.0,3.0,2.0,0.00033913915201263546,0,0,40,38.0,0.0
45,3.0,131369,15.0,5.0,9.0,4.0,4.0,6.325285238238353e-05,8586,0,50,38.0,1.0
41,1.0,202604,15.0,2.0,10.0,5.0,4.0,0.0001430501538412235,0,0,40,38.0,0.0
21,1.0,337115,9.0,2.0,7.0,5.0,4.0,0.0003368115481894792,0,0,24,38.0,0.0
26,3.0,68395,15.0,2.0,9.0,0.0,4.0,0.9999691289766717,0,0,45,38.0,1.0
33,3.0,207628,11.0,4.0,0.0,4.0,4.0,0.0004114928837631541,0,0,32,38.0,0.0
40,3.0,337852,11.0,4.0,7.0,1.0,2.0,0.00010225935001108798,0,0,58,38.0,0.0
19,3.0,195089,1.0,4.0,9.0,1.0,4.0,0.9999548672041265,3162,0,50,38.0,0.0
51,3.0,123253,15.0,5.0,2.0,4.0,4.0,0.00030628263856917264,0,0,57,38.0,0.0
33,3.0,169785,15.0,4.0,11.0,3.0,2.0,0.9995067463108186,0,0,40,38.0,0.0
24,3.0,212662,11.0,2.0,9.0,5.0,4.0,0.0002524861580319189,0,0,40,38.0,0.0
37,1.0,86805,8.0,5.0,0.0,4.0,4.0,0.0003199341444574276,0,0,40,38.0,0.0
24,3.0,43585,2.0,4.0,0.0,1.0,4.0,0.0004743591046423998,0,0,45,38.0,0.0
47,3.0,303234,11.0,0.0,7.0,1.0,4.0,0.0006653706674438048,7517,0,17,38.0,0.0
25,3.0,87333,12.0,4.0,9.0,1.0,4.0,0.00048767814988958877,0,0,23,38.0,0.0
34,1.0,230689,12.0,0.0,9.0,1.0,4.0,0.00036426550847710386,0,0,40,38.0,0.0
37,3.0,184145,11.0,2.0,11.0,5.0,2.0,3.1369041180208444e-05,0,0,40,38.0,0.0
50,3.0,105857,7.0,3.0,0.0,4.0,4.0,0.00031060801382887596,3420,0,34,38.0,0.0
54,3.0,127712,11.0,0.0,0.0,1.0,2.0,8.20131608076388e-05,0,0,40,38.0,0.0
29,3.0,420940,0.0,5.0,0.0,4.0,4.0,0.00031181031831347403,0,0,30,38.0,0.0
71,1.0,503654,12.0,2.0,9.0,0.0,4.0,0.9999967270176451,7159,0,40,38.0,1.0
44,3.0,97073,15.0,0.0,7.0,4.0,4.0,0.00023709371806788826,0,0,30,38.0,0.0
28,3.0,79922,1.0,4.0,11.0,1.0,4.0,0.00019071151625750624,0,0,30,38.0,0.0
25,3.0,205076,15.0,2.0,9.0,5.0,2.0,0.0003803019791646467,0,0,40,38.0,1.0
42,3.0,125062,11.0,5.0,6.0,4.0,4.0,0.00050125251515477,0,0,40,38.0,0.0
57,3.0,118915,11.0,2.0,7.0,2.0,4.0,0.0003585343964187745,3131,0,36,38.0,0.0
17,3.0,108243,1.0,4.0,7.0,3.0,4.0,0.0003739872591399018,0,0,23,7.0,0.0
25,6.0,346040,15.0,4.0,0.0,3.0,4.0,7.848523385150448e-05,0,0,9,38.0,0.0
25,3.0,411137,7.0,2.0,12.0,5.0,4.0,0.9999100367005839,0,0,40,38.0,0.0
57,3.0,111429,11.0,3.0,0.0,4.0,4.0,0.0002469346749727702,0,0,40,38.0,0.0
26,3.0,97121,15.0,4.0,12.0,1.0,4.0,0.00040540351623651386,0,0,40,38.0,0.0
23,3.0,337312,11.0,2.0,3.0,5.0,4.0,7.070603757318238e-05,0,0,33,25.0,0.0
22,6.0,339135,15.0,4.0,0.0,1.0,4.0,0.00010686934897120504,0,0,40,38.0,1.0
19,3.0,170723,15.0,4.0,9.0,3.0,4.0,0.000564205468431086,0,0,9,38.0,0.0
29,3.0,177804,9.0,0.0,0.0,1.0,4.0,0.0005690180461999178,0,0,40,38.0,0.0
44,3.0,104706,11.0,4.0,7.0,1.0,2.0,0.0005933503175781825,0,0,21,38.0,0.0
79,3.0,148344,11.0,6.0,11.0,1.0,4.0,3.792082084142794e-07,0,0,19,38.0,0.0
29,3.0,227036,7.0,4.0,12.0,1.0,4.0,0.9999964134684232,0,0,31,38.0,0.0
47,3.0,154184,7.0,0.0,11.0,1.0,4.0,8.733523383151894e-05,0,0,30,38.0,0.0
32,3.0,201947,15.0,4.0,9.0,3.0,4.0,0.00045665128088366613,0,0,21,38.0,0.0
25,3.0,95075,15.0,5.0,11.0,4.0,2.0,0.00011969365579925769,0,0,15,38.0,0.0
36,3.0,206905,9.0,4.0,0.0,1.0,4.0,0.00013227299644163006,0,0,40,38.0,0.0
42,6.0,235850,12.0,0.0,9.0,1.0,2.0,0.00026771116192981527,0,0,40,38.0,0.0
33,4.0,98371,11.0,4.0,9.0,3.0,4.0,3.519382710637604e-05,0,0,15,38.0,0.0
37,1.0,93635,8.0,4.0,9.0,4.0,4.0,0.9999584919227652,0,0,40,38.0,0.0
32,3.0,152999,11.0,4.0,3.0,1.0,4.0,0.0002762352143271661,0,0,45,38.0,0.0
58,3.0,161189,11.0,6.0,0.0,1.0,4.0,5.1772420999107e-05,0,0,40,38.0,1.0
43,3.0,38514,9.0,2.0,3.0,0.0,4.0,0.9999247707645493,8213,0,50,38.0,1.0
61,3.0,66466,3.0,6.0,7.0,1.0,4.0,0.00012552585404639358,0,0,17,12.0,0.0
70,3.0,150932,11.0,0.0,9.0,1.0,4.0,0.0003765136619625284,0,0,19,1.0,0.0
30,3.0,345487,11.0,0.0,0.0,4.0,4.0,0.00025152215764986154,0,0,61,32.0,0.0
66,1.0,75142,10.0,4.0,9.0,1.0,4.0,0.9999813148264162,0,0,40,38.0,0.0
34,3.0,209430,11.0,5.0,7.0,1.0,4.0,0.00018598152528850892,0,0,40,38.0,0.0
73,3.0,345985,11.0,0.0,7.0,1.0,4.0,0.00036177096985283853,0,0,31,38.0,0.0
46,3.0,201793,4.0,6.0,6.0,1.0,4.0,8.070239340974105e-05,0,0,17,32.0,0.0
55,3.0,107454,6.0,2.0,7.0,5.0,1.0,0.0006171312516194944,1349,0,40,39.0,0.0
44,3.0,140275,15.0,0.0,9.0,4.0,4.0,0.0002753464307943018,0,0,40,38.0,0.0
67,3.0,204571,11.0,6.0,0.0,1.0,4.0,0.00021368813669655888,0,0,40,38.0,0.0
38,1.0,137238,9.0,2.0,9.0,0.0,4.0,0.9999951928700226,0,0,36,38.0,0.0
20,3.0,191372,15.0,4.0,11.0,3.0,4.0,0.00013591329143656475,0,0,30,38.0,0.0
56,3.0,120412,11.0,3.0,6.0,1.0,4.0,0.00040615828588749456,0,0,40,38.0,0.0
26,3.0,98314,9.0,4.0,9.0,4.0,4.0,0.0003169754615151949,0,0,40,38.0,0.0
64,3.0,172142,11.0,6.0,0.0,1.0,4.0,0.0002520960112698399,0,0,46,38.0,0.0
48,3.0,147603,15.0,0.0,3.0,1.0,4.0,0.0003388686585668522,0,0,45,38.0,0.0
31,3.0,156885,7.0,4.0,9.0,1.0,4.0,0.00010448094982910895,0,0,45,38.0,0.0
26,3.0,182996,2.0,4.0,11.0,3.0,4.0,0.00042349891269368334,0,0,23,38.0,0.0
21,1.0,51446,15.0,4.0,0.0,1.0,4.0,0.00033397894017494665,0,0,8,38.0,0.0
21,3.0,262452,11.0,4.0,11.0,3.0,4.0,0.00032830979531189993,0,0,25,38.0,0.0
49,3.0,169463,11.0,4.0,6.0,1.0,2.0,0.00024055583366790447,0,0,30,38.0,0.0
25,3.0,105601,9.0,4.0,3.0,3.0,4.0,0.000472809247375165,0,0,37,38.0,0.0
35,3.0,680870,6.0,6.0,6.0,1.0,4.0,0.00011739088491640597,0,0,21,38.0,0.0
24,3.0,190710,15.0,4.0,0.0,3.0,2.0,0.00028710749015222506,0,0,40,38.0,0.0
41,1.0,171278,11.0,2.0,0.0,5.0,4.0,0.000285034610248112,0,0,40,38.0,0.0
42,3.0,148685,15.0,0.0,0.0,1.0,4.0,0.0003261913409336001,0,0,40,38.0,0.0
46,0.0,155864,12.0,4.0,0.0,1.0,4.0,0.9998959984923596,13794,0,40,38.0,0.0
44,6.0,395279,5.0,6.0,7.0,4.0,2.0,0.0005541568658764234,0,0,40,35.0,0.0
24,1.0,260947,8.0,4.0,3.0,3.0,4.0,0.0002513815866795396,0,0,40,38.0,0.0
31,3.0,359296,11.0,4.0,0.0,1.0,2.0,0.00028170696915189454,0,0,40,38.0,0.0
19,3.0,104186,1.0,4.0,11.0,3.0,4.0,0.0003979547721522309,0,0,40,38.0,0.0
56,3.0,121580,3.0,4.0,0.0,1.0,4.0,3.6329449794913545e-05,0,0,40,3.0,0.0
29,3.0,170642,11.0,2.0,9.0,5.0,2.0,9.861535310620335e-05,0,0,33,38.0,0.0
34,3.0,368063,11.0,4.0,11.0,1.0,4.0,0.00013369657556561404,0,0,34,38.0,0.0
